Wavelength,Psd
6849.127020686865,0.054159124847501516
6862.743571400642,0.053539358894340694
6876.36012211442,0.05292053089942783
6889.9766728281975,0.05231758835725486
6903.593223541975,0.05174216988962144
6917.209774255753,0.0511966641061008
6930.82632496953,0.05067275417968631
6944.442875683308,0.0501562001882121
6958.059426397085,0.0496340726967901
6971.675977110863,0.04910255048889667
6985.29252782464,0.04856928682420403
6998.909078538418,0.048046139534562826
7012.525629252195,0.047542178770527244
7026.142179965973,0.04705820791423321
7039.75873067975,0.046587220625951886
7053.375281393528,0.04611836117692292
7066.9918321073055,0.045644435565918684
7080.608382821083,0.04516595625318587
7094.224933534861,0.04469117533881217
7107.841484248638,0.04423160606529564
7121.458034962416,0.04379340377636254
7135.074585676193,0.04337063676211983
7148.691136389971,0.042950437287800014
7162.307687103748,0.04251950513571501
7175.924237817526,0.04207198356743902
7189.540788531303,0.04161356226541102
7203.157339245081,0.041159285116009414
7216.7738899588585,0.04072593047749251
7230.390440672636,0.040322355227544904
7244.006991386414,0.039942843723110855
7257.623542100191,0.039566615712828934
7271.240092813969,0.03916425828356296
7284.856643527746,0.038715667091310024
7298.473194241524,0.03821601206436753
7312.089744955301,0.03767833230085671
7325.706295669079,0.03712792648002505
7339.322846382856,0.03659267851617187
7352.939397096634,0.03609330684412271
7366.555947810411,0.03563694248441607
7380.172498524189,0.03521659329999238
7393.7890492379665,0.03481550142168999
7407.405599951744,0.03441330278292298
